AREA,TIPO,DATA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL
","PASSAGEIROS PAGANTES
","PASSAGEIROS INTEGRAÇÕES ÔNIBUS 0> ÔNIBUS
","PASSAGEIROS COM GRATUIDADE
",TOTAL PASSAGEIROS TRANSPORTADOS,nome,letreiro
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,604710 - JD LIDIA/SANTO AMARO,15304,40256,845,7861,975,45770,48,631,33,111723,50941,21818,184482,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,605910 - JD UNIVERSAL/SANTO AMARO,9835,37044,1178,8324,1074,42648,59,275,21,100458,56815,22191,179464,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,625810 - JD SAO FRANCISCO/CHAC STO ANTO,9735,42263,721,8673,1601,39648,41,4305,9,106996,65070,20244,192310,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,625831 - PQ FIGUEIRA G/T GUARAPIRANGA,1324,5622,213,1095,151,4673,1,19,0,13098,13720,7744,34562,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,677Y10 - JD GUARUJA/VILA GUARANI,15776,42906,1548,8349,1339,66258,91,5504,20,141791,90273,18238,250302,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,681210 - JD CAPELA/SANTO AMARO,9739,32950,867,6105,1037,29401,27,1716,2,81844,55863,17087,154794,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700510 - JD VERA CRUZ/JD ANGELA,5881,29916,809,5578,775,25336,33,738,0,69066,56739,10155,135960,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700551 - JD VERA CRUZ/M CAPAO REDONDO,13758,61365,1559,12346,1780,58282,32,26199,11,175332,109391,22736,307459,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700610 - JD HORIZONTE AZUL/JD ANGELA,8650,46902,1330,8976,1020,39547,70,141,0,106636,88567,14104,209307,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700641 - JD HORIZONTE AZUL/JD ANGELA,9278,45876,1405,9780,1234,40277,33,135,0,108018,90570,17428,216016,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700651 - JD HORIZON AZUL/M CAPAO REDON ,14592,70337,1735,14157,1653,66931,32,27066,6,196509,120290,24890,341689,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,700910 - JD SAO LOURENÇO/JD ANGELA,2913,15961,561,4159,609,15251,11,47,17,39529,31073,7875,78477,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,701110 - JD DOS REIS/JD ANGELA,7518,38045,769,6782,903,32420,50,160,24,86671,61171,13346,161188,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,701131 - JD DOS REIS/JD ANGELA,5041,25477,443,4903,667,21801,56,123,23,58534,41171,8721,108426,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,701210 - PQ DO LAGO/TERM GUARAPIRANGA,8173,33966,1276,7711,1586,30610,21,132,3,83478,77585,22186,183249,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,704910 - PARQUE DO LAGO/T CAMPO LIMPO,15421,43535,1513,9280,1548,38956,49,678,7,110987,82973,18857,212817,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705110 - JD ROSANA/TERM CAMPO LIMPO,5299,28800,611,4170,470,24171,65,122,4,63712,41734,7832,113278,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705210 - JD HELGA/TERM CAMPO LIMPO,6565,28601,472,4308,891,23613,25,351,36,64862,54245,11333,130440,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705310 - JD MACEDONIA/TERM CAMPO LIMPO,11748,59753,1314,7383,990,52100,185,227,29,133729,102510,17425,253664,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705321 - JD MARIA SAMPAIO/T CAMPO LIMPO,3550,24443,476,3253,341,21032,146,102,7,53350,39328,5510,98188,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705322 - JD MARIA SAMPAIO/T CAMPO LIMPO,2450,14210,214,1676,219,11406,53,57,4,30289,25189,3273,58751,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705410 - JD MACEDONIA/TERM CAMPO LIMPO,5047,22145,443,3080,529,18015,83,75,12,49429,41849,6216,97494,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705510 - JD GUARUJA/TERM CAMPO LIMPO,18137,63357,1464,11978,1831,67085,96,17485,38,181471,108854,28817,319142,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705710 - JD MITSUTANI/TERM CAMPO LIMPO,2027,14950,231,1692,260,13351,51,56,3,32621,19265,3481,55367,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,705810 - JD MITSUTANI/TERM CAMPO LIMPO,3155,15132,369,2336,298,13150,30,56,11,34537,24851,4344,63732,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,706210 - INOCOOP C LIMPO/T CAMPO LIMPO,4942,21803,650,3879,627,18493,33,412,13,50852,45382,9189,105423,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,706231 - CAMPO LIMPO/TERM CAMPO LIMPO,2378,12841,338,2167,176,9223,10,48,7,27188,24619,5301,57108,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,706310 - JD MACEDONIA/TERM CAMPO LIMPO,8506,33106,594,5129,775,31260,123,145,25,79663,52295,8967,140925,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,708210 - TERM JD ANGELA/JD HORIZ AZUL,510,1623,33,188,15,1770,1,99,0,4239,3600,275,8114,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,708310 - TERM JD ANGELA/PARQUE DO LAGO,92,497,6,34,6,566,0,9,0,1210,1049,64,2323,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,708410 - TERM GUARAPIRANGA/PARQ DO LAGO,76,292,18,30,21,393,1,3,11,845,999,60,1904,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,708510 - TERM CAPELINHA/JD UNIVERSAL,27,80,8,6,2,116,1,1,0,241,348,32,621,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,708610 - TERM JD ANGELA/JD RIVIERA,154,470,26,46,7,642,0,4,0,1349,1641,127,3117,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,EVENTO - E V E N T O,111,276,6,58,11,427,0,41,0,930,601,120,1651,,
ÁREA 7,PERMISSÃO,2014-06-01,COOPERPAM,PACPTM - PAESE CPTM,0,2,0,0,0,3,0,0,0,5,6,0,11,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,700210 - JD ROSA MARIA/HOSP CLINICAS,29782,47911,1002,9314,1051,47508,95,12042,70,148775,62773,18402,229950,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,704010 - PARAISOPOLIS/PINHEIROS,20542,69324,953,7033,807,73062,111,26944,23,198799,89921,9253,297973,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,704021 - PARAISOPOLIS/PINHEIROS,563,2579,56,284,19,2159,11,1225,0,6896,2619,239,9754,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,736G10 - JD INGA/BORBA GATO,7113,31872,805,6980,1028,40715,12,7638,27,96190,42604,9644,148438,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,736I10 - JD INGA/STO AMARO,15307,55753,955,12725,1574,51972,39,10892,14,149231,77084,24287,250602,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,736I21 - JD INGA/METRO VILA DAS BELEZAS,607,2380,45,956,86,3253,1,6010,0,13338,6334,1430,21102,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,746C10 - JD TABOAO/STO AMARO,39087,73236,1692,10667,1475,78781,41,7380,39,212398,144777,19263,376438,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,746H10 - JD JAQUELINE/STO AMARO,41392,97609,1720,14072,1706,89813,70,4441,25,250848,131820,17887,400555,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,802510 - JD ROSA MARIA/BUTANTA,8306,13750,330,3688,493,13623,6,7702,5,47903,18414,8079,74396,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,802610 - JD INGA/BUTANTA,7883,16183,318,3377,311,13121,8,8673,4,49878,17815,4866,72559,,
ÁREA 8,PERMISSÃO,2014-06-01,COOPERALFA,803810 - JAGUARE/LAPA,47223,56094,955,10350,1337,79602,19,24752,52,220384,91461,21121,332966,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,641210 - PARAISOPOLIS/TERM PRINC ISABEL,16969,39074,453,6161,417,43359,2,2809,8,109252,27496,4371,141119,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,641810 - REAL PARQUE/TERM BANDEIRA,2979,10355,123,2094,177,10129,0,578,7,26442,8792,2211,37445,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,641831 - Pca da Se,162,644,10,213,23,522,0,27,0,1601,341,94,2036,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,683710 - JD DAS PALMAS-TERM CAPELINHA,15669,49525,1323,8907,1382,44200,106,6572,6,127690,84343,25122,237155,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,701310 - PQ ARARIBA/PINHEIROS,14810,34657,708,6872,773,33074,53,9801,3,100751,46914,15255,162920,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,745M10 - CAMPO LIMPO/SHOP SP MARKET,36625,83319,2576,20578,3038,92785,137,13588,86,252732,145383,58999,457114,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,745M21 - COHAB ADVENTISTA/CAMPO LIMPO,1873,4986,113,1312,172,5334,16,1759,3,15568,7984,3279,26831,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,746F10 - JD PALMAS/STO AMARO,12646,30999,736,6781,846,27448,123,3693,14,83286,44766,16416,144468,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,746K10 - PARAISOPOLIS/BROOKLIN,11736,33134,272,3670,326,31002,32,561,7,80740,38771,4531,124042,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,746P10 - PARAISOPOLIS/STO AMARO,19355,58179,790,6848,719,49611,70,4838,7,140417,77141,10942,228500,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,746R10 - REAL PARQUE/STO AMARO,7324,26361,642,4056,512,21044,1,5873,8,65821,72132,5717,143670,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,746V10 - JD REBOUCAS/STO AMARO,17836,33624,826,7341,1027,31227,132,3167,21,95201,63257,27418,185876,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,756A10 - JD PAULO VI/STO AMARO,32917,53117,1343,10932,1585,61278,64,1599,9,162844,78456,16889,258189,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,756A21 - JD PAULO VI/SHOPPING MORUMBI,6727,10395,244,2372,311,11492,10,299,0,31850,15515,2426,49791,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,756A22 - JD JOÃO XXIII/ESTADIO MORUMBI,204,470,11,103,9,592,0,0,0,1389,468,65,1922,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,770110 - JD GUARAU/PCA REPUBLICA,454,810,14,135,31,843,2,16,0,2305,1290,265,3860,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,775F10 - JD DAS PALMAS/HOSP CLINICAS,41220,72208,1661,10114,1156,78050,96,15184,35,219724,92973,16841,329538,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807210 - PQ IPE/BUTANTA,20017,45543,1381,12003,1427,48352,125,26444,18,155310,67182,18768,241260,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807310 - JD GUARAU/BUTANTA,12627,21554,477,4804,595,22848,17,11308,10,74240,30569,9051,113860,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807810 - JD DAS PALMAS/METRO CAMPO LIMP,2020,7741,213,1897,189,8912,43,2613,1,23629,11261,2901,37791,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807J10 - TERM CAMPO LIMPO/SHOP MORUMBI,17987,33364,735,5148,703,34683,24,1542,7,94193,61317,6807,162317,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807M10 - T CAMPO LIMPO/SHOPPING MORUMBI,49365,87622,1886,13721,1637,88576,74,3043,58,245982,124033,23268,393283,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,807P10 - PARAISOPOLIS/SANT0 AMARO,8412,37159,598,4331,636,27436,82,2967,4,81625,59991,6871,148487,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,809L10 - CAMPO LIMPO/LAPA,23431,52451,1687,8597,1260,46934,33,3820,49,138262,111581,13833,263676,,
ÁREA 8,PERMISSÃO,2014-06-01,UNICOOPERS,EVENTO - E V E N T O,6,31,0,3,0,16,0,0,0,56,27,8,91,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,726710 - APIACAS/PÇA RAMOS AZEVEDO,35,0,0,0,0,0,0,0,0,35,0,0,35,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,800010 - TERM LAPA/PCA RAMOS,14179,32844,1755,5177,438,29164,61,6433,68,90119,71822,20659,182600,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,830010 - TERM PIRITUBA/TERM LAPA,1402,4257,168,782,80,3684,18,1607,2,12000,11545,2397,25942,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,853810 - VILA IARA/PAISSANDU,3641,10170,231,1510,105,10388,22,384,9,26460,10096,6046,42602,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,854210 - BRASILANDIA/PCA DO CORREIO,24140,58217,1754,8303,788,51869,81,4055,28,149235,60298,31317,240850,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,854510 - PENTEADO/METRO BARRA FUNDA,8843,25231,837,4186,398,23390,33,6696,28,69642,33142,17473,120257,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,901410 - MORRO GRANDE/TERMINAL LAPA,12035,31690,989,4912,444,30396,13,9592,9,90080,49867,20899,160846,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,901442 - BNH PORTUGUESA/TERMINAL LAPA,206,1237,15,191,20,1455,0,1,0,3125,604,301,4030,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,916210 - JD.ALMANARA/RIO BRANCO,1865,5997,168,760,55,4710,5,4,1,13565,9389,4462,27416,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,917M10 - MORRO GRANDE/METRO ANA ROSA,21121,54028,2020,8389,786,51747,88,5402,85,143666,70178,21841,235685,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,917M31 - MORRO GRANDE/METRO ANA ROSA,1309,4359,123,612,63,5749,6,147,1,12369,4457,1033,17859,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,938L10 - TTVN CACHOEIRINHA/LAPA,13884,35491,1243,5177,552,43495,29,14040,8,113919,113971,14710,242600,,
AREA 1,CONCESSAO,2014-07-01,GATO PRETO,978A10 - TTVN CACHOEIRINHA/MBARRA FUNDA,16109,48022,2909,8106,1036,73450,65,57503,47,207247,161804,22008,391059,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,199D10 - VILA LORIO/PINHEIROS,25854,79904,2305,9582,705,60231,70,16469,56,195176,117033,23799,336008,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800010 - TERM LAPA/PCA RAMOS,22085,52063,2753,7986,816,44080,79,9960,90,139912,110248,31952,282112,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800110 - VILA PIAUI/TERM LAPA,9095,13818,200,1638,119,15336,8,5490,15,45719,24405,5416,75540,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800210 - DOMITILA/TERM LAPA,9061,20989,572,3572,221,14257,9,6516,3,55200,31392,7566,94158,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800310 - V REMEDIOS/TERM LAPA,13086,21500,500,3325,239,25480,65,11187,10,75392,41653,7815,124860,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800410 - SANTA MONICA/TERM LAPA,20708,35968,890,7170,404,35016,7,7954,5,108122,43308,14428,165858,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800610 - JD DONARIA/TERM PIRITUBA,8114,33561,1016,6137,505,27124,77,2940,23,79497,49678,14366,143541,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800611 - TERM PIRITUBA/JARDIM DONARIA,337,1030,32,106,36,1381,0,156,2,3080,2137,227,5444,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800710 - VILA CLARICE/TERM PIRITUBA,8598,22971,598,7722,339,23018,51,9602,60,72959,36479,6850,116288,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800810 - STA MONICA/TERMPIRITUBA,13567,34970,923,6201,405,29564,30,9595,7,95262,56562,13642,165466,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800910 - CID DABRIL III/TERMPIRITUBA,3673,9292,235,1997,60,7526,3,1476,2,24264,13295,3575,41134,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800911 - TERM PIRITUBA/C D ABRIL 3ª GLE,100,108,6,17,0,165,2,39,0,437,467,28,932,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,800931 - CID DABRIL III/TERMPIRITUBA,8709,21718,443,6767,285,20305,9,6448,28,64712,28413,11183,104308,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,801710 - VOITH/TERMPIRITUBA,3226,8792,277,2461,137,7210,3,1716,6,23828,14415,3448,41691,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804010 - SOL NASCENTE/LAPA,28979,60092,995,13374,448,71172,50,12414,8,187532,83397,16631,287560,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804310 - VILA NOVA ESPERANÇA/LAPA,6394,13401,179,3499,101,12250,7,852,0,36683,13286,5152,55121,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804710 - JARAGUA/LAPA,26263,45540,828,7846,379,56704,10,6105,3,143678,67010,15607,226295,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804731 - VILA AURORA/LAPA,818,1657,19,278,9,2692,1,271,0,5745,2896,373,9014,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804741 - JARAGUA/METRO VILA MADALENA,7844,14595,268,2546,107,15317,87,3036,2,43802,13609,3339,60750,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,804751 - RECANTO DOS HUMILDES/LAPA,752,2385,47,445,8,2849,3,221,0,6710,2648,429,9787,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805010 - PQ MORRO DOCE/LAPA,17768,31617,510,5565,327,33638,34,8717,1,98177,46996,10214,155387,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805021 - ANHANGUERA/LAPA,490,3104,59,568,63,3289,0,21,0,7594,907,211,8712,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805031 - PQ MORRO DOCE/LAPA,10026,18690,188,3005,157,22723,0,2134,0,56923,21910,4259,83092,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805032 - MORRO DOCE/LAPA,274,376,2,76,10,540,0,129,0,1407,1391,88,2886,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805510 - PERUS/LAPA,31152,50214,908,8410,322,66852,40,27425,46,185369,89384,20208,294961,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,805551 - PERUS/BARRA FUNDA,19255,34862,606,6226,279,48298,13,15382,12,124933,42202,11983,179118,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,806010 - VILA PIAUI/LAPA,17610,26121,534,4454,202,26681,27,6466,12,82107,36229,9253,127589,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,806210 - PQ S DOMINGOS/LAPA,4778,7450,191,940,34,6726,0,1137,0,21256,9035,4110,34401,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,806510 - VILA CLARICE/LAPA,3330,6623,109,1250,100,6951,3,1989,3,20358,6836,3773,30967,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,810010 - TERMPIRITUBA/TERM LAPA,13497,36689,1107,7605,649,33827,135,9421,63,102993,89077,16951,209021,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,820010 - TERM PIRITUBA/TERMPIRITUBA,6814,15184,593,3211,360,11892,19,4773,5,42851,34600,10689,88140,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,821310 - JD MARISTELA/PCA DO CORREIO,10115,28147,752,4431,370,32384,12,1683,36,77930,27886,11751,117567,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,821321 - JD IRACEMA/PRAÇA DO CORREIO,103,870,13,81,6,1458,0,9,0,2540,182,150,2872,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,821410 - JD PAULISTANO/PCA DO CORREIO,7865,22941,604,4265,300,23689,34,789,7,60494,29418,9777,99689,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,821510 - JD PAULISTANO/PCA DO CORREIO,14404,35034,887,6449,412,34802,59,1146,25,93218,43848,16899,153965,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,830010 - TERM PIRITUBA/TERM LAPA,7249,20163,855,4072,361,18277,48,8581,9,59615,53922,11057,124594,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,830011 - TERMINAL PIRITUBA/TERM LAPA,514,979,36,104,15,746,0,178,4,2576,2180,256,5012,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,840010 - TERM PIRITUBA/PCA RAMOS,43415,104668,5088,18384,1971,95257,181,13817,88,282869,229842,49718,562429,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,846M10 - JD MARISA/SHOP IBIRAPUERA,9848,16506,403,2168,114,13530,45,2735,30,45379,14550,3491,63420,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,847J10 - CITY JARAGUA/JAGUARE,10510,33337,840,5376,314,34262,63,3307,29,88038,36459,7977,132474,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,847J41 - JARAGUA/CEASA,749,2254,70,383,30,2779,1,300,0,6566,1671,427,8664,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,847P10 - TERM PIRITUBA/ITAIM BIBI,41001,95202,3561,16098,1399,84671,237,22376,106,264651,177472,24976,467099,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,847P41 - VILA ZATT/ITAIM BIBI,6142,15633,589,2502,220,13519,21,3125,27,41778,21136,4428,67342,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,847P42 - VILA BRASILANDIA/ITAIM BIBI,7353,17916,589,2786,169,16970,64,3814,12,49673,25655,4359,79687,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,850010 - TERM PIRITUBA/BARRA FUNDA,17964,51073,2745,10291,1043,77191,107,48412,102,208928,149267,26229,384424,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,852810 - JD GUARANI/PCA DO CORREIO,20144,52920,1557,9293,726,60207,59,4422,146,149474,62914,23640,236028,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,854410 - CID DABRIL 3 GLEBA/PC RAMOS AZ,7961,17777,573,3116,255,22132,10,3100,16,54940,24849,7115,86904,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,854810 - JD DOS CUNHAS/PCA DO CORREIO,9042,22921,631,4187,377,25732,28,5058,19,67995,33953,11014,112962,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,854910 - TAIPAS/PCA DO CORREIO,25380,57498,1746,8823,723,50381,97,4191,22,148861,68066,26534,243461,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,859410 - CID DABRIL/PCA RAMOS AZEVEDO,38045,82928,3070,14834,1116,77850,116,14987,63,233009,121098,37749,391856,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,859421 - CID PIRITUBA/PCA RAMOS AZEVEDO,303,1251,32,191,11,1612,0,3,0,3403,907,355,4665,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,859441 - COHAB PEDRA VERDE/PCA RAMOS AZ,923,2906,84,412,22,3244,18,4,1,7614,1881,557,10052,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,860010 - TERM PIRITUBA/LGO PAISSANDU,19176,47425,1818,7538,966,53672,33,3560,38,134226,112395,15986,262607,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,860021 - TERM PIRITUBA/LG DO PAISSANDU,69,243,21,23,5,401,0,11,0,773,506,41,1320,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,860022 - TERM PIRITUBA/LGO DO PAISSANDU,945,2832,158,417,54,3911,0,87,1,8405,8614,595,17614,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,862210 - MORRO DOCE/PCA RAMOS DE AZEVED,49180,94900,1967,16340,1007,102156,27,17784,29,283390,105148,23671,412209,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,862231 - MORRO DOCE/PCA RAMOS DE AZEVED,1101,3182,29,357,11,3898,0,22,1,8601,1767,472,10840,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,862242 - SOL NASCENTE/PCA RAMOS AZEVEDO,839,2697,51,502,17,3171,1,265,0,7543,2221,371,10135,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,867710 - JD LIBANO/PCA RAMOS DE AZEVEDO,20073,32385,960,6319,283,34478,14,5720,11,100243,39287,10831,150361,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,867731 - JD LIBANO/PCA RAMOS AZEVEDO,19777,32818,861,5612,285,32343,38,5821,10,97565,39788,12460,149813,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,868610 - MANGALOT/PCA RAMOS AZEVEDO,16979,30758,972,5241,357,29340,80,6004,14,89745,30358,11983,132086,,
AREA 1,CONCESSAO,2014-07-01,SANTA BRIGIDA,869610 - JARAGUA/PCA RAMOS AZEVEDO,12699,22573,666,4455,249,21110,25,3875,16,65668,26749,9307,101724,,
