Tipo,Area,Data,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Pagantes,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170110 - JOVA RURAL / ANEHEMBI,"7,619","57,288","3,257","2,862",2,7,0,0,0,"71,035","38,028","26,291","14,601","149,955"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170121 - JOVA RURAL/METRO TUCURUVI,"5,755","46,473","2,424","2,446",0,0,0,0,0,"57,098","17,919","19,358","15,133","109,508"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170122 - JOVA RURAL/METRO TUCURUVI,858,"13,328",507,414,0,0,0,0,0,"15,107","1,050","2,294","2,318","20,769"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170210 - JOVA RURAL/TIETE,1,3,0,0,0,0,0,0,0,4,0,3,0,7
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170510 - JD SAO JOAO /METRO TUCURUVI,"10,775","104,765","6,567","6,699",3,1,0,0,0,"128,810","45,751","47,891","34,530","256,982"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170551 - CEM PQ PINHEIROS/METRO TUCURUV,81,"1,715",96,87,0,0,0,0,0,"1,979",611,377,410,"3,377"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170910 - JD JOAMAR/METRO TUCURUVI,"10,038","87,157","5,312","6,701",13,1,0,0,0,"109,222","37,415","50,529","29,076","226,242"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,170921 - JD JOAMAR/METRO SANTANA,191,"3,975",183,233,0,0,0,0,0,"4,582",232,885,692,"6,391"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172010 - JD GUANCA/CANTAREIRA,"22,008","153,083","10,065","11,841",0,4,0,0,0,"197,001","62,675","82,489","43,606","385,771"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172021 - VILA SABRINA/METRO TUCURUVI,"6,077","62,425","3,011","4,565",0,0,0,0,0,"76,078","14,673","24,959","12,053","127,763"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172210 - JD MARINA/TUCURUVI,"23,358","147,704","12,956","10,137",11,11,0,0,0,"194,177","149,737","95,920","39,607","479,441"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172J10 - JD BRASIL/TATUAPE,"26,001","170,004","7,870","10,911",2,14,0,0,0,"214,802","101,609","68,515","45,042","429,968"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172P10 - VILA ZILDA/METRO BELEM,"35,487","164,879","8,553","10,957",1,1,0,0,0,"219,878","105,849","112,199","47,205","485,131"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172R10 - JD BRASIL/METRO BELEM,"28,370","161,379","9,075","11,536",1,14,0,0,0,"210,375","118,426","104,249","40,818","473,868"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172X10 - PQ NOVO MUNDO/TATUAPE,"21,373","171,526","7,126","9,094",0,0,0,0,0,"209,119","79,602","45,663","39,130","373,514"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,172Y10 - VILA CONSTANÇA/METRO BELEM,"14,302","77,441","4,550","6,591",0,2,0,0,0,"102,886","42,892","53,863","18,554","218,195"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,173010 - CENTER NORTE/SANTANA,"2,269","29,510","2,069","2,046",0,0,0,0,0,"35,894","21,612","12,731","7,375","77,612"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,173810 - VILA CONSTANCIA/METRO CARANDIR,"5,713","48,656","3,209","4,103",8,1,0,0,0,"61,690","19,281","36,817","10,429","128,217"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,177510 - VILA ALBERTINA/CENTER NORTE,"4,023","22,887","1,533","2,183",0,0,0,0,0,"30,626","12,514","15,239","7,590","65,969"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178010 - JD HEBRON/TERM PARADA INGLESA,"6,695","76,582","3,802","4,060",1,0,0,0,0,"91,140","27,503","29,981","19,370","167,994"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178510 - VILA AURORA/METRO SANTANA,"4,724","38,830","2,660","2,891",0,0,0,0,0,"49,105","20,286","21,474","7,718","98,583"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178610 - VILA ALBERTINA/METRO SANTANA,"12,375","77,816","6,531","6,500",0,0,0,0,0,"103,222","46,387","35,880","17,032","202,521"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178710 - VILA MARIETA/METRO SANTANA,"5,821","44,580","3,874","5,820",8,0,0,0,0,"60,103","26,213","25,314","9,226","120,856"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178Y10 - VILA AMELIA/METRO JD SAO PAULO,"6,628","65,961","4,346","8,474",4,0,0,0,0,"85,413","25,479","39,821","14,012","164,725"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,178Y21 - CJ DOS BANCARIOS/M JD SAO PAUL,478,"8,214",531,687,0,0,0,0,0,"9,910","1,317","1,929",885,"14,041"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,900210 - JD PERY ALTO/TERM V N CACHOEIR,"3,616","59,632","4,269","1,869",9,0,0,0,0,"69,395","64,705","23,832","17,055","174,987"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,N23211 - METRO TUCURUVI/PQ NOVO MUNDO,119,376,14,10,0,0,0,0,0,519,152,107,70,848
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,N23411 - METRO TUCURUVI/LARGO DO PERI,105,537,20,17,0,0,0,0,0,679,264,293,84,"1,320"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,N24111 - METRO SANTANA/VILA ALBERTINA,316,"1,110",124,47,2,0,0,0,0,"1,599",906,452,214,"3,171"
PERMISSAO,AREA 2,2019-06-01,NORTE BUSS,RNOT11 - RESERVA NOTRNA,14,60,4,4,0,0,0,0,0,82,74,40,18,214
PERMISSAO,AREA 2,2019-06-01,SPENCER,120610 - PQ VILA MARIA/CORREIO,"19,360","68,089","2,277","2,395",0,12,0,0,0,"92,133","34,848","31,692","13,132","171,805"
PERMISSAO,AREA 2,2019-06-01,SPENCER,170210 - JOVA RURAL/TIETE,"14,712","82,758","4,336","4,139",1,0,0,0,0,"105,946","50,850","42,218","25,546","224,560"
PERMISSAO,AREA 2,2019-06-01,SPENCER,172K10 - JD TREMEMBE/TATUAPE,"21,011","131,164","7,558","10,569",2,10,0,0,0,"170,314","67,114","71,605","32,320","341,353"
PERMISSAO,AREA 2,2019-06-01,SPENCER,172U10 - CEM P PINHEIROS/MOOCA,"29,455","120,656","6,732","7,609",1,6,0,0,0,"164,459","70,363","55,386","28,716","318,924"
PERMISSAO,AREA 2,2019-06-01,SPENCER,179X10 - JD FONTALIS/BOM RETIRO,"21,393","131,131","7,416","7,252",7,0,0,0,0,"167,199","76,658","56,998","33,729","334,584"
PERMISSAO,AREA 2,2019-06-01,SPENCER,201310 - JD ROBRU/EST ITAIM PAULISTA,"10,341","82,376","7,831","4,931",5,0,0,0,0,"105,484","83,649","65,782","30,632","285,547"
PERMISSAO,AREA 2,2019-06-01,SPENCER,201410 - JD PERI ALTO/METRO BARRA FUNDA,"18,182","141,309","9,840","8,202",3,1,0,0,0,"177,537","85,897","61,797","41,154","366,385"
PERMISSAO,AREA 2,2019-06-01,SPENCER,N13811 - TERM CACHOEIRINHA/JD PRINCESA,3,6,1,0,0,0,0,0,0,10,25,2,2,39
PERMISSAO,AREA 2,2019-06-01,SPENCER,N14111 - TERM CACHOEIRINHA/JD CAROMBE,0,3,0,0,0,0,0,0,0,3,5,1,2,11
PERMISSAO,AREA 2,2019-06-01,SPENCER,N23111 - TERM CACHOEIRINHA/PEDRA BRANCA,106,730,62,18,0,0,0,0,0,916,704,220,153,"1,993"
PERMISSAO,AREA 2,2019-06-01,SPENCER,PAESE1 - PAESE AREA 1,4,35,1,1,0,0,0,0,0,41,17,6,3,67
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,201610 - JD DAS OLIVEIRAS/SAO MIGUEL,"7,939","38,620","1,465","2,047",0,0,0,0,0,"50,071","22,553","26,017","13,200","111,841"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,201710 - JD ROBRU/SAO MIGUEL,"5,229","24,649","1,047","1,818",0,0,0,0,0,"32,743","14,939","22,411","10,335","80,428"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,201810 - JD CAMPOS/SAO MIGUEL CIRCULAR,"5,215","28,252",981,"2,052",0,0,0,0,0,"36,500","15,503","23,449","10,211","85,663"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,201910 - PQ PAINEIRAS/SHOPPING PENHA,"5,313","27,087","1,707","2,901",5,0,0,0,0,"37,013","19,846","37,000","13,732","107,591"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,220310 - BURGO PAULISTA/SHOP PENHA,"3,247","18,039","1,310","1,514",1,0,0,0,0,"24,111","11,996","25,016","8,593","69,716"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,272610 - LIMOEIRO/METRO PENHA,"9,319","58,917","4,217","4,596",6,0,0,0,0,"77,055","35,529","50,238","16,185","179,007"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,273010 - VILA JACUI/METRO A ALVIN,"5,026","98,813","5,279","6,021",2,1,0,0,0,"115,142","35,535","44,413","23,056","218,146"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,273110 - VILA PROGRESSO/METRO ITAQUERA,"6,786","92,746","4,682","4,699",1,1,0,0,0,"108,915","36,006","40,484","17,860","203,265"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,273410 - JD CAMPOS/METRO ITAQUERA,"7,484","97,872","4,038","5,498",0,1,0,0,0,"114,893","30,700","32,762","21,645","200,000"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,305110 - ERM MATARAZZO/TERM A E CARVALH,"1,609","12,348",826,800,2,0,0,0,0,"15,585","8,025","11,793","4,121","39,524"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,408510 - COHAB FAZE DO CARMO/M ITAQUERA,"4,006","59,256","3,819","2,452",0,0,0,0,0,"69,533","27,358","17,879","15,659","130,429"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,409310 - CIDADE TIRADENTES/METRO PENHA,"2,027","67,797","6,647","1,983",4,1,0,0,0,"78,459","74,831","51,673","31,099","236,062"
PERMISSAO,AREA 3,2019-06-01,ALLIBUS,N34111 - TERM SAO MIGUEL/VILA CISPER,14,311,2,4,0,0,0,0,0,331,202,73,57,663
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200410 - JD MIRIAM/GUAIANAZES,"8,334","125,946","6,218","3,206",2,0,0,0,0,"143,706","43,855","37,007","33,783","258,351"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200510 - JD ROMANO/SAO MIGUEL,"9,860","42,276","1,123","2,281",1,0,0,0,0,"55,541","20,850","36,726","15,715","128,832"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200610 - CIDADE KEMEL I /ITAIM PAULISTA,"25,066","199,841","8,953","6,167",0,0,0,0,0,"240,027","75,161","75,773","44,610","435,571"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200710 - CIDADE KEMEL II/SAO MIGUEL,"13,114","132,745","5,928","4,447",1,0,0,0,0,"156,235","38,879","56,140","31,190","282,444"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200810 - JD N SRA CAMINHO/ESTACAO ITAIM,"11,885","104,435","5,179","4,425",0,0,0,0,0,"125,924","42,784","49,404","27,665","245,777"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,200910 - JD ROBRU/GUAIANAZES,"9,224","121,650","7,037","3,833",0,4,0,0,0,"141,748","45,810","47,931","26,100","261,589"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,202110 - JD BANDEIRANTES/EST GUAIANAZES,"8,513","105,773","5,739","3,452",0,2,0,0,0,"123,479","38,217","37,564","24,180","223,440"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,220110 - DIVISA DE FERRAZ/GUAIANAZES,"2,330","44,663","2,000","1,175",0,0,0,0,0,"50,168","15,657","16,290","9,000","91,115"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,220210 - HOSP ITAIM/GUAIAZAZES,"37,045","360,389","19,352","11,608",20,10,0,0,0,"428,424","159,718","143,216","86,383","817,741"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,259010 - UNIAO DE VILA NOVA/PQ D PEDRO ,"16,632","89,389","3,106","3,014",0,0,0,0,0,"112,141","35,536","28,169","16,809","192,655"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270210 - VILA AMERICANA/METRO A ALVIN,"9,296","85,772","5,019","6,974",19,0,0,0,0,"107,080","47,703","36,535","25,508","216,826"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270221 - JD PEDRO J NUNES/METRO A ALVIM,498,"11,537",517,499,2,0,0,0,0,"13,053",874,"1,936","1,592","17,455"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270310 - JD ETELVINA/METRO ITAQUERA,"13,118","195,132","10,523","7,206",0,0,0,0,0,"225,979","87,348","74,721","45,585","433,633"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270321 - Metro Itaquera,414,"12,668",556,345,0,0,0,0,0,"13,983",438,"2,026","1,814","18,261"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270322 - JD GIANETTI/METRO ITAQUERA,313,"11,167",508,370,0,0,0,0,0,"12,358",111,"1,496","1,323","15,288"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270410 - JD ROBRU/METRO ITAQUERA,"12,457","155,621","8,440","7,447",0,0,0,0,0,"183,965","60,319","52,946","30,692","327,922"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270510 - JD FANGANIELO/METRO ITAQUERA,"6,507","61,336","3,120","2,895",0,0,0,0,0,"73,858","28,952","35,348","15,342","153,500"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270610 - CEM DA SAUDADE/METRO V MATILDE,558,"5,188",340,354,3,0,0,0,0,"6,443","2,904","3,708","1,584","14,639"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270710 - CHABILANDIA/METRO ITAQUERA,"15,783","193,469","10,979","8,506",14,9,0,0,0,"228,760","87,052","86,468","46,228","448,508"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270731 - CHABILANDIA/METRO ITQUERA,250,"6,663",335,255,0,0,0,0,0,"7,503",951,"1,504","1,019","10,977"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,270810 - JD LAJEADO/METRO ITAQUERA,"9,691","120,049","7,364","4,936",9,3,0,0,0,"142,052","64,783","57,706","30,571","295,112"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,300210 - JD MABEL/SAO MIGUEL,"12,466","95,945","4,986","3,192",0,1,0,0,0,"116,590","36,118","42,118","27,207","222,033"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,300610 - JD FANGANIELO/ES CPTM GUAIANAZ,"6,835","95,861","4,527","2,961",0,0,0,0,0,"110,184","29,108","31,327","21,761","192,380"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,300810 - JD MIRIAM/CPTM ITAIM PAULISTA,"9,345","85,550","4,108","3,806",0,0,0,0,0,"102,809","30,740","46,363","28,308","208,220"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,300910 - ITAIM PAULISTA/SAO MIGUEL,704,"4,515",261,294,0,0,0,0,0,"5,774","3,185","4,670","1,741","15,370"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,300941 - ITAIM PAULISTA/CPTM ITAIM PAUL,430,"3,883",206,174,0,0,0,0,0,"4,693","1,289","2,638","1,004","9,624"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,301010 - CEM DA SAUDADE/TERM A E CARVAL,464,"5,178",376,261,3,0,0,0,0,"6,282","4,664","5,642","1,948","18,536"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,302610 - VILA IOLANDA II/EST GUAIANZ CP,"14,623","200,977","10,936","4,995",2,0,0,0,0,"231,533","65,810","54,134","53,725","405,202"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,303310 - GUAIANAZES/SAO MATEUS,"11,662","123,117","7,673","3,111",1,4,0,0,0,"145,568","89,569","55,763","30,225","321,125"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,306410 - CIDADE TIRADENTES/EST GUAIANAZ,"19,987","267,295","16,227","7,175",4,11,0,0,0,"310,699","138,138","102,905","82,618","634,360"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,306441 - S ETELVINA II B6/T CID TIRADEN,81,"2,147",107,88,0,0,0,0,0,"2,423","1,175","4,457","1,265","9,320"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,375410 - INACIO MONTEIRO/METRO ITAQUERA,"12,703","151,748","9,415","6,747",6,13,0,0,0,"180,632","60,297","68,213","34,783","343,925"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,375610 - BARRO BRANCO/METRO ITAQUERA,"9,250","121,999","7,721","4,211",1,0,0,0,0,"143,182","62,502","43,560","28,818","278,062"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,376810 - VILA YOLANDA/METRO ITAQUERA,"4,527","65,475","4,341","1,491",4,0,0,0,0,"75,838","22,537","25,421","16,811","140,607"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,379510 - JD SAO CARLOS/METRO ITAQUERA,"4,453","61,067","4,702","3,312",1,0,0,0,0,"73,535","29,127","32,087","17,869","152,618"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,401910 - METRO ITAQUERA,948,"16,472","5,714",902,0,0,0,0,0,"24,036","15,976","3,318","5,426","48,756"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,405110 - JD SAO PAULO/CPTM GUAIANAZES,"5,952","81,127","5,517","2,886",0,0,0,0,0,"95,482","37,303","39,371","24,725","196,881"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,405210 - CPTM GUAIANAZES/METRO ITAQUERA,"5,682","70,312","4,333","3,080",0,0,0,0,0,"83,407","49,920","35,285","19,039","187,651"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,405310 - GUAIANAZES/CPTM JOSE BONIFACIO,"5,567","64,424","4,447","1,609",0,9,0,0,0,"76,056","24,114","26,211","15,551","141,932"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,405510 - CPTM GUAIANAZES/VILA SOLANGE,"2,445","45,277","2,597","1,669",0,0,0,0,0,"51,988","20,232","27,525","15,188","114,933"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,405610 - TERM S MATEUS/PQ BOA ESPERANÇA,"7,065","48,017","2,545","2,574",0,0,0,0,0,"60,201","29,840","28,559","14,321","132,921"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,407T10 - JD REDIL/METRO ITAQUERA,"4,752","80,797","4,003","4,284",0,0,0,0,0,"93,836","31,656","47,467","20,904","193,863"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,N33311 - TERM SAO MIGUEL/CIDADE KEMEL,85,"1,123",72,5,0,0,0,0,0,"1,285","1,012",221,150,"2,668"
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,RNOT11 - RESERVA NOTRNA,4,49,2,6,0,0,0,0,0,61,50,85,22,218
PERMISSAO,AREA 3,2019-06-01,TRANSUNIÃO,TREI10 - TREINAMENTO,3,5,0,0,0,0,0,0,0,8,1,0,2,11
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,270910 - VILA UNIAO/METRO PATRIARCA,"3,305","52,634","3,224","4,445",0,0,0,0,0,"63,608","15,942","30,668","11,580","121,798"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,270931 - VILA UNIAO/METRO PATRIARCA,"2,606","40,345","2,281","2,972",0,0,0,0,0,"48,204","12,137","20,531","10,008","90,880"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271010 - METRO PATRIARCA/BURGO PAULISTA,"5,187","68,188","3,935","4,708",0,0,0,0,0,"82,018","20,046","38,180","17,000","157,244"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271031 - METRO PATRIARCA/VL.S FRANCISCO,611,"11,402",617,722,0,0,0,0,0,"13,352","3,592","5,190","2,654","24,788"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271110 - PONTE RASA/METRO PATRIARCA,"4,923","62,616","3,508","4,583",2,0,0,0,0,"75,632","16,207","35,527","13,975","141,341"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271210 - JD SAO NICOLAU/METRO A ALVIN,"6,114","65,290","3,888","4,145",2,0,0,0,0,"79,439","32,374","36,734","17,692","166,239"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271410 - VL RUI BARBOSA/METRO V MATILDE,"6,793","79,928","5,839","7,419",1,0,0,0,0,"99,980","31,551","46,774","17,221","195,526"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271510 - VILA SILVIA/METRO PATRIARCA,"5,075","76,184","4,230","4,621",1,0,0,0,0,"90,111","27,446","36,784","16,175","170,516"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271610 - CHAC CRUZ DO SUL/METRO PENHA,"7,185","65,258","5,287","6,003",6,0,0,0,0,"83,739","28,509","38,889","16,779","167,916"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271710 - METRO GUILHERMINA/CANGAIBA,"4,806","58,462","3,615","3,898",0,0,0,0,0,"70,781","20,548","30,811","14,342","136,482"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271810 - VILA SILVIA/METRO PENHA,"17,561","139,086","9,009","8,201",2,0,0,0,0,"173,859","66,296","66,734","40,742","347,631"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,271910 - ERMELINO MATARAZZO/METR V MATI,"16,855","190,175","11,722","12,906",21,1,0,0,0,"231,680","84,420","100,796","40,986","457,882"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272010 - JD BELEM/METRO GUILHERMINA,"13,135","111,028","5,963","8,289",8,0,0,0,0,"138,423","46,631","68,133","33,975","287,162"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272031 - METRO GUILHERMINA/JD BELEM,"2,294","20,814","1,087","1,628",1,0,0,0,0,"25,824","8,948","12,396","6,240","53,408"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272110 - JD NAZARE/METRO ITAQUERA,"18,875","137,171","7,286","6,993",0,1,0,0,0,"170,326","67,924","69,870","36,082","344,202"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272210 - JD VERONIA/METR GUILHERMINA,"10,621","111,501","6,960","7,842",6,0,0,0,0,"136,930","49,031","65,665","34,627","286,253"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272231 - JD VERONIA/METRO GUILHERMINA,"6,332","72,928","3,962","4,506",4,0,0,0,0,"87,732","31,776","33,191","20,633","173,332"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272310 - UNIAO DE V NOVA/METRO ITAQUERA,"12,933","124,240","4,567","5,712",1,0,0,0,0,"147,453","51,079","49,517","32,022","280,071"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272410 - METRO A ALVIN/CONJ ARAUCARIA,"4,943","93,403","6,146","3,471",0,0,0,0,0,"107,963","32,197","30,242","21,277","191,679"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272510 - JD SAO CARLOS/METRO A ALVIN,"5,723","81,891","5,260","4,162",0,0,0,0,0,"97,036","29,861","38,582","18,550","184,029"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272710 - CONJ A E CARV/METRO A ALVIN,"8,845","142,024","8,473","5,335",0,0,0,0,0,"164,677","56,146","44,206","39,249","304,278"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,272810 - JD CASTELO/METRO PENHA,"24,769","168,541","10,816","9,820",6,0,0,0,0,"213,952","86,146","101,683","51,034","452,815"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,273210 - VILA REGINA/METRO A ALVIN,"4,795","58,440","3,540","5,284",0,0,0,0,0,"72,059","28,424","38,003","17,892","156,378"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,273310 - PQ GUARANI/METRO ITAQUERA CIRC,"9,130","101,546","6,687","5,512",13,0,0,0,0,"122,888","42,189","41,441","24,195","230,713"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,273510 - JD KERALUX/METRO PENHA,"8,731","77,764","4,373","3,656",1,0,0,0,0,"94,525","34,706","30,369","21,654","181,254"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,273521 - JD SAO FRANCISCO/METRO PENHA,"3,257","26,352","1,614","1,354",0,0,0,0,0,"32,577","11,903","14,526","8,010","67,016"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,302310 - SHOP ARICANDUVA/PQ SAO RAFAEL,"16,612","59,926","3,222","2,636",0,1,0,0,0,"82,397","47,127","44,988","14,270","188,782"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,302910 - JD DAS ROSAS/METRO TATUAPE,"20,585","147,903","10,935","11,134",22,0,0,0,0,"190,579","87,516","84,107","43,678","405,880"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,304610 - VILA GUARANI/TATUAPE,"22,435","143,994","10,252","8,914",1,2,0,0,0,"185,598","78,646","87,633","37,238","389,115"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,305310 - JD ITAPOLIS/METRO BELEM,"18,449","166,552","10,163","8,776",10,0,0,0,0,"203,950","90,257","66,393","38,472","399,072"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,306910 - J RECANTO VERDE SOL/T S MATEUS,"15,332","59,747","2,596","1,363",0,4,0,0,0,"79,042","24,825","24,262","20,322","148,451"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,313410 - SHOP ARICANDUVA/METRO TAMANDUA,"16,357","121,856","8,306","7,978",21,0,0,0,0,"154,518","71,714","69,628","29,003","324,863"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,372510 - METRO V MATILDE/VILA DALILA,"8,429","83,265","7,344","6,922",0,0,0,0,0,"105,960","48,069","65,338","20,088","239,455"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,372541 - METRO VL MATILDE/VL ARICANDUVA,"3,669","38,955","3,067","2,842",0,0,0,0,0,"48,533","20,756","32,968","14,403","116,660"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,372910 - SHOP ARICANDUVA/METRO CARRAO,"19,480","154,153","13,753","11,507",5,0,0,0,0,"198,898","144,244","78,633","46,781","468,556"
PERMISSAO,AREA 4,2019-06-01,ALLIBUS,372U10 - VILA SANTA ISABEL/METRO TATUAP,"23,042","200,674","16,418","14,785",16,0,0,0,0,"254,935","119,377","78,810","39,980","493,102"
