Tipo,Area,Data,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Pagantes,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,N60411 - MET JABAQUARA/T PQ D PEDRO II," 1,244 "," 3,308 ", 313 , 106 , -   ," 2,532 ", -   , 246 , -   ," 7,749 "," 3,552 "," 1,441 ", 346 ," 13,088 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,N63311 - MET JABAQUARA/MORUMBI SHOPING, 84 , 290 , 15 , 7 , -   , 348 , -   , 160 , -   , 904 , 274 , 230 , 59 ," 1,467 "
CONCESSAO,AREA 6,2019-03-01,MOBIBRASIL,N63411 - TERM SANTO AMARO/JARDIM LUSO, 420 ," 1,007 ", 279 , 33 , -   ," 2,498 ", -   , 172 , -   ," 4,409 "," 2,888 ", 653 , 244 ," 8,194 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,511110 - TERM.STO.AMARO-TERM.D.PEDRO II," 25,529 "," 99,224 "," 14,278 "," 11,877 ", 7 ," 107,749 ", 6 ," 21,630 ", 11 ," 280,311 "," 125,145 "," 68,986 "," 22,960 "," 497,402 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,511910 - TERM CAPELINHA-LG.S.FRANCISCO," 38,276 "," 108,305 "," 11,634 "," 12,235 ", 8 ," 138,998 ", 21 ," 25,757 ", 6 ," 335,240 "," 145,692 "," 46,581 "," 21,370 "," 548,883 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,511922 - TE JOAO DIAS/LGO SAO FRANCISCO," 2,249 "," 7,053 ", 771 , 660 , -   ," 8,454 ", -   ," 2,800 ", -   ," 21,987 "," 8,541 "," 2,829 "," 1,464 "," 34,821 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,511923 - TE JOAO DIAS/INST LUCY MONTORO, 470 ," 3,842 ", 513 , 188 , -   ," 3,585 ", -   ," 1,103 ", -   ," 9,701 "," 3,829 "," 1,897 ", 535 ," 15,962 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,531810 - Chac.Santna-Pca.Se," 29,487 "," 103,124 "," 14,570 "," 11,364 ", 32 ," 127,313 ", 15 ," 17,758 ", 1 ," 303,664 "," 99,462 "," 63,757 "," 22,848 "," 489,731 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,531821 - Chacara Santana - Praca da Se, 772 ," 3,040 ", 405 , 404 , -   ," 3,466 ", -   , 71 , -   ," 8,158 "," 3,082 "," 1,055 ", 699 ," 12,994 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,531822 - PRACA DA SE / BORBA GATO, 210 , 487 , 200 , 76 , -   ," 1,253 ", -   ," 1,175 ", -   ," 3,401 "," 1,815 ", 479 , 193 ," 5,888 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,600110 - TERM.CAPELINHA-TERM.JOAO DIAS," 4,597 "," 25,763 "," 5,078 "," 4,910 ", -   ," 28,166 ", 3 ," 3,913 ", -   ," 72,430 "," 73,209 "," 24,330 "," 11,082 "," 181,051 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,604810 - JD.ANGELA-STO.AMARO," 11,839 "," 48,382 "," 8,642 "," 7,854 ", 6 ," 53,627 ", 8 ," 13,630 ", 1 ," 143,989 "," 103,874 "," 48,546 "," 18,171 "," 314,580 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,607L10 - AUTO DE INTERLAGOS/TERM STO AM, -   , 16 , 3 , -   , -   , 21 , -   , -   , -   , 40 , 7 , 1 , 2 , 50 
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,609F10 - Chac.Santana -Pca Princ.Isabel," 22,863 "," 74,201 "," 10,464 "," 4,001 ", 7 ," 111,262 ", 2 ," 7,709 ", -   ," 230,509 "," 86,764 "," 35,130 "," 11,680 "," 364,083 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,609F21 - Chac.Santana-Pca.Isabel," 2,766 "," 10,881 "," 1,236 ", 550 , 1 ," 13,859 ", -   ," 1,534 ", -   ," 30,827 "," 11,345 "," 3,344 "," 1,484 "," 47,000 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,640010 - TERM.JOAO DIAS-TERM.BANDEIRA," 6,571 "," 27,504 "," 3,692 "," 3,648 ", 4 ," 32,688 ", 1 ," 5,162 ", -   ," 79,270 "," 39,413 "," 13,961 "," 6,655 "," 139,299 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,640310 - TERM.JOAO DIAS-BANDEIRA," 7,828 "," 41,512 "," 6,722 "," 2,297 ", 1 ," 51,733 ", 1 ," 6,031 ", -   ," 116,125 "," 79,194 "," 22,526 "," 5,820 "," 223,665 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645010 - TERM.CAPELINHA-TERM.BANDEIRA," 29,015 "," 115,765 "," 16,892 "," 17,562 ", 3 ," 146,006 ", 5 ," 19,160 ", 2 ," 344,410 "," 165,351 "," 56,124 "," 27,203 "," 593,088 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645021 - TERM.CAPELINHA-ITAIM BIBI," 1,001 "," 9,965 ", 747 , 587 , -   ," 8,518 ", -   , 518 , -   ," 21,336 "," 4,771 "," 1,765 "," 1,136 "," 29,008 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645051 - TERM CAPELINHA/ITAIM, 569 ," 2,239 ", 238 , 387 , 1 ," 2,457 ", 1 , 124 , 1 ," 6,017 "," 2,375 ", 691 , 606 ," 9,689 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645110 - TERM CAPELINHA - TERM BANDEIRA," 18,662 "," 89,925 "," 13,750 "," 6,187 ", 8 ," 135,506 ", 1 ," 12,787 ", -   ," 276,826 "," 145,205 "," 32,442 "," 13,672 "," 468,145 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645121 - TERM CAPELINHA - PÇA 14 BIS, 583 ," 6,761 ", 469 , 232 , -   ," 6,506 ", -   , 142 , -   ," 14,693 "," 3,146 "," 1,038 ", 426 ," 19,303 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645510 - TERM CAPELINHA - L S FRANCISCO," 10,571 "," 51,199 "," 8,020 "," 4,710 ", 2 ," 55,705 ", 2 ," 5,898 ", 3 ," 136,110 "," 79,227 "," 26,323 "," 9,883 "," 251,543 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,645521 - TERM CAPELINHA - IBIRAPUERA, 283 ," 2,987 ", 282 , 186 , -   ," 2,488 ", -   , 391 , -   ," 6,617 "," 2,333 ", 598 , 448 ," 9,996 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,647C10 - TERM JOÃO DIAS - HOSP CLINICAS," 3,818 "," 16,799 "," 2,844 "," 1,667 ", 1 ," 15,836 ", 1 ," 1,507 ", -   ," 42,473 "," 28,620 "," 12,625 "," 3,100 "," 86,818 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,648P10 - TERM CAPELINHA - PINHEIROS," 9,533 "," 49,015 "," 7,327 "," 4,505 ", 6 ," 74,162 ", -   ," 4,255 ", -   ," 148,803 "," 81,664 "," 15,406 "," 9,809 "," 255,682 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,648P21 - TERM CAPELINHA - ITAIM BIBI, 348 ," 2,580 ", 205 , 159 , -   ," 3,220 ", -   , 257 , -   ," 6,769 ", 890 , 309 , 383 ," 8,351 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,650010 - TERM.STO.AMARO-TERM.BANDEIRA," 19,394 "," 84,052 "," 13,609 "," 11,535 ", 16 ," 111,919 ", 6 ," 21,581 ", 9 ," 262,121 "," 101,762 "," 39,428 "," 20,659 "," 423,970 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,650510 - TERM GUARAPIRANGA/TERM BANDEIR," 23,160 "," 108,499 "," 17,723 "," 12,840 ", 26 ," 136,832 ", 5 ," 30,863 ", 3 ," 329,951 "," 155,556 "," 56,036 "," 29,435 "," 570,978 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,675I10 - TERM JOAO DIAS - METRO S JUDAS," 13,313 "," 55,075 "," 8,630 "," 5,029 ", -   ," 66,226 ", -   ," 12,770 ", 10 ," 161,053 "," 100,680 "," 40,712 "," 13,844 "," 316,289 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680110 - JD.IBIRAPUERA-TERM JOAO DIAS," 5,766 "," 27,688 "," 3,919 "," 2,294 ", 4 ," 43,049 ", 3 ," 17,834 ", -   ," 100,557 "," 56,155 "," 22,524 "," 9,128 "," 188,364 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680151 - JD IBIRAPUERA/TERM JOAO DIAS," 1,057 "," 4,713 ", 707 , 428 , 1 ," 7,139 ", 1 ," 3,439 ", -   ," 17,485 "," 10,814 "," 5,913 "," 1,875 "," 36,087 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680310 - JD.CAPELINHA-TERM JOAO DIAS," 5,029 "," 25,519 "," 3,591 "," 2,722 ", 2 ," 34,385 ", -   ," 16,051 ", -   ," 87,299 "," 36,888 "," 25,557 "," 11,253 "," 160,997 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680410 - JD.INGA-TERM JOAO DIAS," 4,091 "," 19,501 "," 3,321 "," 1,833 ", 17 ," 24,327 ", -   ," 12,196 ", -   ," 65,286 "," 44,478 "," 21,032 "," 10,758 "," 141,554 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680510 - TERM CAPELINHA-TERM JOAO DIAS," 6,046 "," 27,155 "," 4,691 "," 2,478 ", 3 ," 42,492 ", 1 ," 17,611 ", 3 ," 100,480 "," 59,967 "," 25,599 "," 12,120 "," 198,166 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680531 - TERM CAPELINHA/TERM JOAO DIAS," 3,022 "," 15,434 "," 2,660 "," 1,785 ", 4 ," 22,750 ", -   ," 8,550 ", 1 ," 54,206 "," 32,630 "," 14,722 "," 6,990 "," 108,548 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,680610 - JD NOVO HORIZONTE-T.JOAO DIAS," 2,939 "," 15,531 "," 2,086 "," 1,371 ", 1 ," 20,846 ", -   ," 10,113 ", -   ," 52,887 "," 31,671 "," 15,786 "," 7,266 "," 107,610 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681310 - JD LIDIA-TERM CAPELINHA, 883 ," 6,206 ", 967 , 825 , -   ," 8,143 ", -   ," 2,698 ", -   ," 19,722 "," 13,943 "," 6,284 "," 2,637 "," 42,586 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681510 - JD COMERCIAL-TERM CAPELINHA," 1,958 "," 13,806 "," 1,505 "," 1,560 ", -   ," 17,922 ", -   ," 5,404 ", -   ," 42,155 "," 16,551 "," 9,358 "," 3,673 "," 71,737 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681610 - JD MITSUTANI-TERM CAPELINHA," 2,063 "," 13,563 "," 1,781 "," 1,013 ", -   ," 16,913 ", 1 ," 6,844 ", -   ," 42,178 "," 24,756 "," 14,160 "," 5,918 "," 87,012 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681631 - JARDIM MITSUTANI/TERM CAPELINH," 1,265 "," 10,294 "," 1,133 ", 783 , 3 ," 11,626 ", -   ," 2,973 ", -   ," 28,077 "," 16,211 "," 6,326 "," 3,448 "," 54,062 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681710 - JD SAO BENTO-TERM CAPELINHA," 2,120 "," 12,954 "," 1,719 "," 1,292 ", -   ," 16,412 ", -   ," 7,070 ", 23 ," 41,590 "," 20,467 "," 10,899 "," 4,461 "," 77,417 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,681810 - JD VALE DAS VIRTUDES-T.CAPELIN," 3,734 "," 22,848 "," 3,360 "," 2,001 ", -   ," 28,827 ", -   ," 11,731 ", -   ," 72,501 "," 34,996 "," 14,247 "," 9,011 "," 130,755 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682010 - JD DAS ROSAS-TERM CAPELINHA," 4,872 "," 31,577 "," 3,899 "," 3,012 ", -   ," 37,439 ", 7 ," 14,023 ", -   ," 94,829 "," 42,528 "," 18,542 "," 9,908 "," 165,807 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682031 - JD.ROSAS/TERM. CAPELINHA," 4,126 "," 31,729 "," 3,378 "," 2,295 ", -   ," 39,150 ", 1 ," 12,486 ", -   ," 93,165 "," 40,337 "," 18,436 "," 8,992 "," 160,930 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682110 - JD JANGADEIRO-TERM CAPELINHA," 3,650 "," 22,736 "," 2,694 "," 2,002 ", -   ," 29,192 ", 2 ," 8,763 ", 1 ," 69,040 "," 30,402 "," 18,274 "," 7,987 "," 125,703 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682210 - JD MACEDONIA-TERM CAPELINHA," 6,095 "," 33,762 "," 4,078 "," 2,611 ", 5 ," 41,103 ", 1 ," 12,602 ", -   ," 100,257 "," 50,741 "," 20,236 "," 10,689 "," 181,923 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682310 - JD. GUARUJA-TERM. CAPELINHA," 1,985 "," 12,849 "," 1,456 "," 1,806 ", -   ," 15,451 ", -   ," 2,771 ", -   ," 36,318 "," 16,751 "," 9,083 "," 4,164 "," 66,316 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682410 - PQ FERNANDA-TERM CAPELINHA," 3,499 "," 21,857 "," 3,064 "," 2,409 ", 1 ," 28,138 ", 3 ," 7,746 ", -   ," 66,717 "," 28,612 "," 17,996 "," 8,565 "," 121,890 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682510 - VALO VELHO-TERM CAPELINHA," 5,845 "," 22,924 "," 3,495 "," 3,609 ", 1 ," 36,462 ", 9 ," 9,115 ", 18 ," 81,478 "," 43,818 "," 22,396 "," 10,124 "," 157,816 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,682610 - JD STO EDUARDO-TERM CAPELINHA," 3,578 "," 15,733 "," 2,364 "," 1,848 ", -   ," 23,639 ", -   ," 4,702 ", 1 ," 51,865 "," 22,880 "," 14,975 "," 5,120 "," 94,840 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,683510 - VALO VELHO- TERM CAPELINHA," 4,142 "," 18,627 "," 2,626 "," 1,668 ", 1 ," 23,157 ", -   ," 6,360 ", -   ," 56,581 "," 28,922 "," 16,195 "," 6,035 "," 107,733 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,683531 - VALO VELHO/TERM.CAPELINHA," 2,756 "," 17,826 "," 2,392 "," 1,661 ", 1 ," 19,684 ", 1 ," 5,715 ", -   ," 50,036 "," 28,757 "," 12,987 "," 6,386 "," 98,166 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,683610 - CAPAO REDONDO-TERM JOAO DIAS," 9,439 "," 29,769 "," 4,690 "," 2,549 ", 3 ," 43,641 ", -   ," 14,028 ", 4 ," 104,123 "," 55,267 "," 33,969 "," 12,647 "," 206,006 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,705910 - PQ DO ENGENHO/TERM CAMPO LIMPO," 4,390 "," 19,896 "," 2,380 "," 1,726 ", -   ," 21,429 ", -   , 517 , -   ," 50,338 "," 24,550 "," 15,800 "," 5,940 "," 96,628 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,706010 - VALO VELHO/TERM CAMPO LIMPO," 7,758 "," 17,503 "," 1,990 "," 1,613 ", -   ," 18,419 ", -   , 375 , -   ," 47,658 "," 28,878 "," 14,370 "," 4,845 "," 95,751 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,807A10 - T CAMPO LIMPO/TERM SANTO AMARO," 16,051 "," 63,510 "," 8,610 "," 9,970 ", 16 ," 68,141 ", 1 ," 11,931 ", -   ," 178,230 "," 123,480 "," 45,175 "," 24,148 "," 371,033 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,809P10 - TERM CAMPO LIMPO/PINHEIROS," 34,501 "," 88,050 "," 12,705 "," 12,612 ", 2 ," 98,220 ", 1 ," 33,443 ", -   ," 279,534 "," 173,600 "," 62,348 "," 30,200 "," 545,682 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,857P10 - TERM CAMPO LIMPO/METRO PARAISO," 44,838 "," 107,971 "," 12,608 "," 17,805 ", 2 ," 128,597 ", -   ," 22,363 ", -   ," 334,184 "," 128,551 "," 59,132 "," 21,710 "," 543,577 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,857P21 - CAMPO LIMPO/PARAISO, 449 ," 1,385 ", 131 , 197 , -   ," 1,698 ", -   , 41 , -   ," 3,901 "," 1,098 ", 454 , 253 ," 5,706 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9913PR - TERM P D PEDRO/V CAMPO BELO, 748 ," 3,341 "," 1,683 ", 209 , 1 ," 2,382 ", -   , -   , -   ," 8,364 "," 53,725 "," 2,675 "," 1,451 "," 66,215 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9914PR - TERM J ANGELA/V CAMPO BELO, 650 ," 5,909 "," 1,511 ", 678 , -   ," 5,126 ", -   , 1 , -   ," 13,875 "," 29,664 "," 4,295 "," 2,943 "," 50,777 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9915PR - TERM CAPELINHA/V CAMPO BELO, 780 ," 2,340 "," 1,601 ", 105 , 5 ," 4,089 ", -   , 153 , -   ," 9,073 "," 38,021 "," 6,168 "," 1,328 "," 54,590 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9916PR - TERM BANDEIRA/V CAMPO BELO, 425 ," 3,708 ", 711 , 234 , -   ," 5,485 ", -   ," 4,551 ", -   ," 15,114 "," 5,464 "," 2,173 ", 813 ," 23,564 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9917PR - TERM SANTO AMARO/V GATUSA, 629 ," 1,411 "," 1,781 ", 139 , -   ," 3,462 ", -   , 316 , -   ," 7,738 "," 40,224 "," 4,691 "," 1,933 "," 54,586 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9920PR - TER CAMPO LIMPO/V CAMPO BELO," 3,335 "," 10,674 "," 3,873 "," 1,151 ", 2 ," 14,773 ", -   ," 7,371 ", -   ," 41,179 "," 89,461 "," 12,384 "," 6,003 "," 149,027 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9922PR - TERM BANDEIRA/V CAMPO BELO, 495 ," 1,931 "," 1,201 ", 254 , -   ," 1,144 ", -   , 1 , -   ," 5,026 "," 37,257 "," 1,461 "," 1,423 "," 45,167 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,9923PR - TERM JD ANGELA/TERM STO AMARO, 106 , 514 , 642 , 58 , -   , 528 , -   , -   , -   ," 1,848 "," 14,003 ", 617 , 373 ," 16,841 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N70111 - TERM STO AMARO/T PQ D PEDRO II," 1,868 "," 9,832 ", 827 , 219 , -   ," 13,383 ", -   , 426 , -   ," 26,555 "," 4,676 "," 1,745 ", 523 ," 33,499 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N70411 - TERM CAPELINHA/TERM STO AMARO, 943 ," 1,948 ", 419 , 55 , 1 ," 2,978 ", 1 , 193 , 8 ," 6,546 "," 10,509 "," 1,100 ", 573 ," 18,728 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N70611 - TERM CAMPO LIMPO/TERM PINHEIRO," 2,385 "," 3,050 ", 613 , 134 , -   ," 3,821 ", -   , 475 , -   ," 10,478 "," 11,054 ", 890 , 412 ," 22,834 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N73111 - TERM CAPELINHA/TERM STO AMARO, 187 , 560 , 104 , 16 , -   ," 1,220 ", -   , 61 , -   ," 2,148 "," 2,683 ", 263 , 101 ," 5,195 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N73411 - TERM CAPELINHA/VALO VELHO, 207 , 888 , 190 , 15 , -   ," 2,329 ", -   , 176 , -   ," 3,805 "," 2,409 ", 360 , 132 ," 6,706 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N73511 - TERM CAPELINHA/JARDIM GUARUJA, 133 ," 1,225 ", 177 , 25 , -   ," 2,851 ", -   , 211 , -   ," 4,622 "," 2,975 ", 386 , 193 ," 8,176 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N74111 - TERM CAPELINHA/VALO VELHO, 348 , 679 , 118 , 12 , -   ," 1,838 ", 1 , 158 , -   ," 3,154 "," 2,707 ", 542 , 107 ," 6,510 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,N74411 - TERM JOAO DIAS/JD VAZ DE LIMA, 210 , 622 , 269 , 18 , -   ," 2,084 ", -   , 231 , -   ," 3,434 "," 3,000 ", 307 , 112 ," 6,853 "
CONCESSAO,AREA 7,2019-03-01,CAMPO BELO,RNOT11 - RESERVA NOTRNA, 10 , 70 , 5 , 5 , -   , 67 , -   , 6 , -   , 163 , 57 , 40 , 9 , 269 
CONCESSAO,AREA 7,2019-03-01,GATUSA,515410 - STO AMARO/EST DA LUZ," 14,460 "," 51,001 "," 7,912 "," 5,965 ", 7 ," 50,674 ", 4 ," 7,226 ", -   ," 137,249 "," 57,535 "," 34,235 "," 11,850 "," 240,869 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,530010 - TERM STO AMARO/PQ DOM PEDRO," 12,454 "," 73,002 "," 12,541 "," 4,773 ", 4 ," 62,799 ", -   ," 7,668 ", 1 ," 173,242 "," 133,494 "," 54,125 "," 14,760 "," 375,621 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,620010 - TERM STO AMARO/TERM BANDEIRA," 19,819 "," 92,084 "," 18,116 "," 6,743 ", 8 ," 155,731 ", 14 ," 34,205 ", -   ," 326,720 "," 158,169 "," 37,417 "," 17,244 "," 539,550 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,629110 - SHOP MORUMBI/TERM BANDEIRA," 20,735 "," 65,020 "," 6,748 "," 3,949 ", 3 ," 77,912 ", 2 ," 10,964 ", 17 ," 185,350 "," 49,854 "," 22,713 "," 9,079 "," 266,996 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,637P10 - TERM.STO.AMARO-PINHEIROS," 12,049 "," 47,718 "," 6,963 "," 5,877 ", 4 ," 55,379 ", 1 ," 7,759 ", 3 ," 135,753 "," 72,068 "," 26,046 "," 11,716 "," 245,583 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,641410 - SOCORRO/TERM BANDEIRA," 12,354 "," 44,738 "," 6,243 "," 5,518 ", 13 ," 56,865 ", 1 ," 10,826 ", -   ," 136,558 "," 39,875 "," 22,283 "," 8,969 "," 207,685 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,642210 - V CRUZEIRO/TERM BANDEIRA," 5,750 "," 20,391 "," 2,620 "," 3,087 ", -   ," 24,634 ", 9 ," 2,576 ", -   ," 59,067 "," 12,137 "," 10,091 "," 4,523 "," 85,818 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,675N10 - STO AMARO/METRO ANA ROSA," 9,970 "," 39,489 "," 6,561 "," 5,522 ", 1 ," 47,396 ", 4 ," 11,105 ", 1 ," 120,049 "," 43,365 "," 17,303 "," 8,350 "," 189,067 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,709G10 - TERM GUARAPIRANGA/ITAIM BIBI," 2,363 "," 15,436 "," 2,459 "," 1,852 ", 1 ," 17,227 ", -   ," 1,610 ", 2 ," 40,950 "," 27,405 "," 7,584 "," 4,701 "," 80,640 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,709M10 - TERMIN STO AMARO/TERM PINHEIRO," 8,445 "," 40,846 "," 6,255 "," 5,473 ", -   ," 64,233 ", 1 ," 10,665 ", 1 ," 135,919 "," 56,931 "," 15,128 "," 9,727 "," 217,705 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,709P10 - TERM GUIDO/PINHEIROS," 3,838 "," 20,521 "," 3,632 "," 1,677 ", 1 ," 35,232 ", -   ," 1,950 ", -   ," 66,851 "," 43,017 "," 7,552 "," 3,856 "," 121,276 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,724510 - MORUMBI SHOPPING/EST LUZ," 6,790 "," 30,141 "," 4,854 "," 4,261 ", -   ," 33,761 ", 3 ," 2,091 ", 2 ," 81,903 "," 35,642 "," 12,072 "," 6,147 "," 135,764 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,724521 - E T AGUA ESPRAIADA/TERM STO AM, 208 ," 2,926 ", 824 , 134 , -   ," 3,625 ", -   , 113 , -   ," 7,830 "," 2,604 "," 1,304 ", 484 ," 12,222 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,755010 - TERM STO AMARO/M SANTA CECILIA," 10,910 "," 40,378 "," 5,708 "," 6,163 ", 11 ," 42,541 ", 1 ," 10,323 ", 4 ," 116,039 "," 42,424 "," 29,211 "," 10,221 "," 197,895 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,760010 - BERRINI/ESTAÇÃO ARMENIA," 6,037 "," 12,759 "," 1,470 "," 1,884 ", 5 ," 15,989 ", 2 ," 2,492 ", -   ," 40,638 "," 11,011 "," 5,228 "," 2,636 "," 59,513 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,9927PR - TERM STO AMARO/TERM BANDEIRA, 286 ," 3,806 "," 4,281 ", 331 , 4 ," 12,904 ", -   ," 7,871 ", -   ," 29,483 "," 79,186 "," 8,792 "," 3,363 "," 120,824 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,9928PR - TERM BANDEIRA/TERM STO AMARO, 626 ," 5,025 "," 3,417 ", 624 , 11 ," 15,718 ", 1 ," 14,310 ", -   ," 39,732 "," 47,253 "," 8,520 "," 2,859 "," 98,364 "
CONCESSAO,AREA 7,2019-03-01,GATUSA,EVENTO - E V E N T O, 8 , 21 , 5 , 1 , -   , 45 , -   , 16 , -   , 96 , 90 , 32 , 10 , 228 
CONCESSAO,AREA 7,2019-03-01,GATUSA,N70211 - TERM STO AMARO/T PQ D PEDRO II, 895 ," 4,390 ", 349 , 87 , -   ," 4,471 ", -   , 81 , 2 ," 10,275 "," 4,221 "," 1,519 ", 339 ," 16,354 "
CONCESSAO,AREA 7,2019-03-01,TRANSKUBA,518510 - TERM GUARAPIRANGA/PQ D PEDRO ," 13,320 "," 61,433 "," 10,585 "," 5,037 ", 6 ," 66,562 ", 22 ," 8,093 ", 1 ," 165,059 "," 119,459 "," 39,702 "," 12,633 "," 336,853 "
CONCESSAO,AREA 7,2019-03-01,TRANSKUBA,604910 - VALO VELHO/STO AMARO," 12,467 "," 31,180 "," 3,788 "," 3,494 ", 8 ," 41,937 ", 1 ," 7,384 ", 3 ," 100,262 "," 37,007 "," 33,545 "," 11,112 "," 181,926 "
